List	ItemNumb	$Cond	$fullitem	$Detail	$DetailPlace	DetailWC	$DetailClause	QuestPresent	$Question	ButtonPress	CorrectResp
2	67	"F"	"C++ is a dangerous but powerful computing language. It allows for \n\nlow-level manipulation of memory that can cause deep-seated and difficult \n\nto fix bugs in final programs. But that very same ability to manipulate \n\nmemory allows programmers to create well-optimized and concise programs \n\nthat virtually run the world."	"empty"	"empty"	0	"empty"	1	"Were the people of the Grave Creek Mound a mining people?"	3	0
2	68	"EC.N"	"*Animal behaviorists were interested in studying bottlenose dolphins in \n\nthe wild.* The dolphins* noticed and* approached diving \n\nteams of scientists* with curiosity.* The scientists* spent \n\nmonths in* the* Indian* Ocean tracking* the dolphins.* They now \n\noperate interactive dolphin tours out of the harbor for* enthusiastic \n\ntourists.*"	"Indian"	"cause"	29	"3rd"	0	"empty"	0	0
2	69	"F"	"Louis-Auguste was the last real monarch of France. While hated for the \n\nway his deregulation of the grain market affected commerce, he wasn't all \n\nbad. He tried to abolish serfdom, increase tolerance toward non-Catholics, \n\nand rescind laws requiring baptism. He also supported the United States \n\nduring the Revolutionary War."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	70	"F"	"The Midwest has a surprising amount of environmental diversity. For \n\nexample, Lake Michigan is big enough that you won't know you're not \n\nsurfing in the Atlantic as you ride the waves. And the dunes off of Lake \n\nMichigan might even make you think you're visiting the desert. It's a \n\npopular vacation spot for locals."	"dunes"	"empty"	0	"empty"	0	"empty"	0	0
2	71	"F"	"The Theremin is an early electronic musical instrument controlled without \n\nthe need for physical contact. The contactless mechanism made control of \n\nthe pitch difficult for even experienced players, but its novel sound made \n\nit worth the extra effort. Despite some waning in popularity, the Theremin \n\nstill has a niche following today."	"waning"	"empty"	0	"empty"	0	"empty"	0	0
2	72	"F"	"The Song dynasty controlled much of what is now modern day China during \n\nthe 11th century. This was a period of innovation in China. Gunpowder, \n\ncompasses and bank notes were all invented by the Chinese of this era. \n\nThe use of paper money makes this government the first capitalist regime \n\nin history."	"Capitalist"	"empty"	0	"empty"	0	"empty"	0	0
2	73	"F"	"Art is loosely defined as the creation or destruction of something. Some \n\nartists believe that everything an artist does is art. This can include \n\nmundane tasks such as cleaning or mailing a letter. While widely \n\nacknowledged within the art world, this is not a take on art that the \n\ngeneral public usually accepts."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	74	"F"	"Stress is a culprit behind many bodily ailments. Long-term stress can lead \n\nto a breakdown among the neural networks of the hypothalamus. \n\nAdditionally, chronic stress has been linked to ulcers among those with \n\npoor stress-release outlets. Exercise can be particularly important among \n\nthose with high-stress jobs."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	75	"EC.N"	"*Gilbert's syndrome prevents the body from properly processing \n\nbilirubin.* The symptoms* are more* pronounced among \n\npopulations of adult women with the* immunodeficiency* disease \n\ndiagnosis.* Episodes of jaundice* may be* triggered by menstruation \n\nin those with the* liver disorder.* Most of the side effects of the disorder are \n\nmanageable with minimal* medical intervention.*"	"immunodeficiency"	"effect"	22	"3rd"	0	"empty"	0	0
2	76	"F"	"Perhaps unsurprisingly, Europeans were one of the last to adopt guns as \n\nweapons for warfare. After the invention of gunpowder by the Chinese, it \n\ntravelled East through Arabia, where, in the 16th century, its usage \n\nradically changed warfare. The major players in the Middle East became \n\nknown as the Gunpowder Empires."	"16th"	"empty"	0	"empty"	0	"empty"	0	0
2	77	"CE.N"	"*Johnny Appleseed was really a missionary and gardener named John \n\nChapman.* John Chapman* distilled his* napples in* hickory* wood vats \n\nfor the production of* alcoholic cider.* Johnny Appleseed* was a welcome* \n\npresence in many cabins throughout the* American frontier.* It's no \n\nsurprise that the history of his apples became memorialized* in song.*"	"hickory"	"cause"	18	"2nd"	1	"Did the Song Dynasty invent the compass?"	1	1
2	78	"F"	"The emergence of prison unions is a relatively recent phenomenon, and with \n\nunions come strikes. There are split opinions among the general public \n\nabout allowing prisoners to form unions, but prison strikes channel \n\nsuppressed rage into constructive discourse between the inmates and the \n\nwardens. This reduces the risk of harm for all involved."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	79	"F"	"The bubonic plague has killed over 50 million people across Asia and \n\nEurope. The Mongolian steppes are still inhabited by a rodent host that \n\ncarries the plague virus, but people who acquire the bubonic plague today \n\noften recover from the illness. The last deadly outbreak was in China in \n\nthe mid-19th century."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	80	"CE.B"	"*The red-shanked douc is an endangered \n\nspecies of monkey.* Because* increased tourism* has created a* need to develop \n\npreviously* forested areas,* the primates' habitat* has been* \n\nshrinking down in* Indonesia* to dangerously* low levels.* British \n\nconservationists are attempting to tag and track the remaining populations \n\nliving in* the region.*"	"Indonesia"	"effect"	30	"3rd"	0	"empty"	0	0
2	81	"CE.B"	"*Las Vegas is a city known for the neon signs illuminating its \n\nmany hotels.* Because* the Excalibur hotel* found success* in the* 1990s* by \n\nemphasizing fantasy* over flash,* many hotels* have removed* their \n\nwell-known neon signs to make a classier* visual statement.* The process is \n\nchanging the landscape of* the city.*"	"1990s"	"cause"	23	"2nd"	0	"empty"	0	0
2	82	"CE.N"	"*The Panama Canal provides quick access from the \n\nUS East Coast to Asia.* The canal* charges heavy* tolls \n\nbased on the ship's* length* for transport \n\nthrough* its lifts.* Cargo ships* are increasingly* \n\nusing the Suez Canal in Egypt to* reach Asia.* The canal recently \n\ncompleted an expansion to allow larger ships through* the passage.*"	"length"	"cause"	23	"2nd"	0	"empty"	0	0
2	83	"CE.B"	"*Al-Khazneh is an elaborate temple with ornate murals carved from a cliff face \n\nin the ancient city of Petra.* Because* the stone* is not roped* off from the \n\nprobing hands of* curious tourists,* the ruin* has receded* during the \n\nlast* ten* years by* over 40mm.* The site has been designated a World* \n\nHeritage Site.*"	"ten"	"effect"	41	"3rd"	0	"empty"	0	0
2	84	"F"	"Most of Earth has been thoroughly explored and cartographers have precise \n\nmaps of seemingly every rock and hill. However, sometimes the maps are \n\njust plain wrong. For example, scientists were recently visiting Sandy \n\nIsland in the Coral Sea only to discover that the island does not exist \n\nand never did."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	85	"F"	"If you look at a microwave closely, you'll see small holes in a metal \n\nsheet beyond the glass. These holes allow people to visualize the \n\ncontents. They must be small enough that they block the micro waves that \n\nare heating the food from escaping. Glass does nothing to protect people \n\nfrom damaging waves."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	86	"EC.B"	"*Valhalla is where the Norse god Odin honors warriors who have died \n\nin battle.* The reason* the god* spoils the* heroes with as much food \n\nand drink as* they want* is* the revered Odin* will need* warriors to \n\nbattle against the* wolf* Fenrir* during Ragnarok.* It is a battle in \n\nwhich all are doomed* to die.*"	"wolf"	"cause"	42	"3rd"	0	"empty"	0	0
2	87	"EC.B"	"*The Monkey King is a Chinese trickster known for playing pranks on \n\nthe gods.* The reason* the Monkey King* was assigned to* protect the horses \n\namong the imperial* prairies* of Heaven* is* the Jade Emperor* wanted to* \n\nreduce the free time the monkey had for* causing mayhem.* The Monkey King viewed \n\nit as menial labor* and revolted.*"	"prairies"	"effect"	29	"3rd"	0	"empty"	0	0
2	88	"EC.B"	"*Timbuktu is a city located in the country of Mali in \n\nNorth Africa.* The reason* early traders* used the city* as a hub for the \n\nexchange of* exotic goods* is* the ancient city* was built* \n\ndirectly to the* south* of the* Niger River.* Rumors about the city spread \n\nalong the river and enshrouded it* in mysticism.*"	"south"	"cause"	39	"3rd"	0	"empty"	0	0
2	89	"F"	"Archaeology in Israel is complicated by its numerous layers of history. \n\nArchaeologists want to uncover the bottom layers to investigate the \n\nearliest evidence of civilization, but in doing so they would have to \n\ndestroy all the layers between the top and the bottom, and millennia of \n\nhistory would be lost forever."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	90	"F"	"Only one species of penguin lives above the equator, and no, its home is \n\nnot in Greenland or other cold countries. This penguin makes its home \n\namong the Galapagos Islands. It has not evolved into a warm-weather bird, \n\neither. Rather, a special current brings cold waters to the warm islands."	"Greenland"	"empty"	0	"empty"	0	"empty"	0	0
2	91	"F"	"Atmospheric pressure is one thousand times greater at the deepest levels \n\nof the ocean. With modern technology, scientists for the first time can \n\njourney lower than ever before to understand deep sea life. They have \n\nfound many new species, but they have not figured out how to keep them \n\nalive at the surface."	"lower"	"empty"	0	"empty"	0	"empty"	0	0
2	92	"F"	"Names of wine reflect more than the taste or grape used to make them. Wine \n\nnames reflect their region of origin. For example, champagne legally \n\nrefers only to wine made in Champagne, France, though imitation sparking \n\nwines are made world wide. Another such wine is port, which refers only \n\nto wine made in Portugal."	"port,"	"empty"	0	"empty"	0	"empty"	0	0
2	93	"CE.M"	"*Big Foot-like creatures are said to have lived alongside American Indians \n\nnear Omaha, Nebraska.* Fishing production* diminished in* the \n\nsummer months among* the villages,* so* the creatures* were blamed for* stealing \n\nfish from* lakes* in* the area.* Reverend Elkanah recorded these stories \n\nwhile he lived among* the people.*"	"lakes"	"effect"	34	"3rd"	0	"empty"	0	0
2	94	"F"	"Technology from WWII opened new doors for the exploration of Earth. A \n\nGerman missile was repurposed to launch high above Nevada with a camera \n\nin tow. The camera parachuted back to Earth in a metal container unharmed \n\nand the first images from space were available for study."	"empty"	"empty"	0	"empty"	1	"Have your read anything about archaeologists yet?"	1	1
2	95	"EC.N"	"*Marine biologists are studying the migration paths of the \n\ngiant squid.* The scientists* are tracking the* squid's main predator, \n\nthe sperm whale, near* Canada's* east coast.* The giant squid* is a reclusive* \n\ndeep-sea dwelling animal inhabiting mostly* Arctic waters.* The squid can be \n\nshot with a tracker to determine the range of* their territory.*"	"Canada's"	"effect"	24	"3rd"	0	"empty"	0	0
2	96	"EC.M"	"*Blackbeard was a pirate with several ships who styled himself \n\ncommodore.* An order* was issued for* governors* to pardon pirates \n\nfor only their* past crimes* because* the British crown* had difficulty* stopping \n\npirating in the vast* Atlantic Ocean.* Blackbeard took the pardon and settled \n\ndown to a* quiet life.*"	"governors"	"effect"	17	"3rd"	0	"empty"	0	0
2	97	"EC.B"	"*Norway is officially ranked as the most developed democracy in \n\nthe world.* The reason* the government* can afford to* provide its people with \n\nuniversal* health car* is* the country* declared* sovereign \n\nrights in the* 1970s* over oil drilling off* their coast.* The country is one \n\nof three in the world with a* surplus economy.*"	"1970s"	"cause"	35	"3rd"	0	"empty"	0	0
2	98	"F"	"President Eisenhower was president during the first missions to space. \n\nUnder the guidelines laid out by him, Neil Armstrong could not be an \n\nastronaut. Eisenhower saw the space missions as military endeavors and \n\nArmstrong's tour of duty was over. Later, under Kennedy, NASA relaxed the \n\nguidelines."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	99	"CE.M"	"*Waterflooding is the process of injecting water into an oil well to stimulate \n\nproduction.* Oil reservoirs* only pump a* small percentage through \n\ntheir* chambers* on* their own,* so* the water* is added to* force the oil \n\ntowards* the surface.* Waterflooding is one of many ways to extract \n\noil from* the Earth.*"	"chambers"	"cause"	24	"2nd"	0	"empty"	0	0
2	100	"F"	"In Mexico, presidential candidates may request a police escort for their \n\nsafety throughout the campaign. However, when one recent candidate \n\ndeclined the option, the government covertly followed him anyway. In some \n\npeople's minds, this confirmed suspicions that the escort service was just \n\na covert way to spy on opponents."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	101	"EC.M"	"*Fibrolamellar hepatocellular carcinoma is a rare form \n\nof cancer.* The cancer* is often* advanced in the* kidney* by the \n\ntime a doctor is able to make* a diagnosis* because* the tumor* remains* \n\nasymptomatic at sizes large enough to feel from outside* the body.* \n\nDiagnosis is normally made by imaging* and biopsy.*"	"kidney"	"effect"	17	"3rd"	0	"empty"	0	0
2	102	"F"	"A few people today grow much of their food at home, but they are in a vast \n\nminority. That might change in the future with the introduction of smart \n\ngrow systems which use technology, such as precision grow lamps, to make \n\ngrowing food easier. Locally grown may mean home grown soon."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	103	"EC.N"	"*The kakapo is a species of ground-dwelling parrot native to \n\nNew Zealand.* The kakapo numbers* have now* dwindled down to \n\ncritically* low levels.* Domestic cats* were introduced* to the \n\nisland in the* 17th* century* by Europeans.* The birds are asocial and hostile \n\ntowards other members of their own species even during* mating season.*"	"17th"	"cause"	33	"3rd"	0	"empty"	0	0
2	104	"CE.N"	"*One of Joan Didion's earliest writing assignments in the 1960s \n\nconcerned drug use among young people.* Fact-based reporting* could \n\nnot relay* the dynamic nature of* ecstasy* culture as told \n\nby* its users.* Joan Didion* used a novel,* narrative-based style to \n\nhelp the public understand* the epidemic.* It was the piece that made* \n\nDidion famous.*"	"ecstasy"	"cause"	26	"2nd"	0	"empty"	0	0
2	105	"F"	"The Tower of Babel has great importance to Mormons. The story says that \n\nas punishment for trying to build a structure to reach the heavens, \n\nlanguage was taken from the people. But Jared, who was a holy man, was \n\nspared and told to take his family to New World."	"sheep"	"note: this is from a story with two details"	0	"empty"	1	"Did Mexico have a recent political scandal involving voter fraud?"	3	0
2	106	"F"	"The Code of Hammurabi is perhaps the first record of law ever to be put \n\nto print. More than just laying down laws regarding taxes and justice, \n\nthe code identifies specific gods to worship, such as Ninazu as the patron \n\nof healing. Ninazu is often depicted with a serpent and staff symbol."	"serpent"	"empty"	0	"empty"	0	"empty"	0	0
2	107	"EC.M"	"*The Inca empire was a massive empire spanning from Ecuador to \n\nChile that formed in 1438.* The Inca* were easily* \n\ndefeated in the* mountains* without the need for* \n\nmuch combat* because* the smallpox virus* killed millions* of the Incans \n\nahead of the Spanish arrival* in Peru.* The great empire lasted only* \n\n100 years.*"	"mountains"	"effect"	24	"3rd"	0	"empty"	0	0
2	108	"F"	"In 1869, the 15th amendment to the constitution, giving African American \n\nmales the right to vote, came before the states for ratification. In some \n\nstates, even ones who fought with the Union during the civil war, many \n\nDemocrats resigned their office rather than even consider the amendment \n\nfor ratification."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	109	"F"	"The Marshall Plan was designed to lift Europe out of the economic carnage \n\nof WWII. However, the Soviet Union, suspicious of an alternative agenda, \n\nforbid Soviet-controlled states from accepting the offer to rebuild their \n\ncountries. The tension created from this ultimately led to the building \n\nof the Berlin Wall."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	110	"CE.M"	"*Treehoppers are forest dwelling insects that live on every continent except \n\nAntarctica.* The insects* have the* ability to turn sap from \n\nplants* into honeydew,* so* large geckos* let treehoppers* rest \n\non their* chests* between periods* of feeding.* There has not been much \n\nsystematic investigation into* the species.*"	"chests"	"effect"	34	"3rd"	0	"empty"	0	0
2	111	"CE.M"	"*Aesop's fables are handed down from ancient \n\nGreek sources.* The fables* use animals* \n\nfrom arid climates mostly unknown to the Greeks* of \n\nantiquity,* so* most scholars* describe Aesop* as being from \n\na desert region near* Chad* in* North Africa.* His fables exist in \n\nmultiple translations around* the world.*"	"Chad"	"effect"	36	"3rd"	0	"empty"	0	0
2	112	"EC.M"	"*Mountaintop mining involves the removal of land on top of \n\ncoal seams.* Regional biodiversity* has plummeted in* areas miles \n\naway from the center of* mining activity* because* the removed rock* is dumped \n\ninto* valleys to be swept away by now* iron* infused groundwater.* Mountaintop \n\nmining is particularly prominent in the* Appalachian Mountains.*"	"iron"	"cause"	41	"3rd"	0	"empty"	0	0
2	113	"F"	"Brown bananas are often tossed in the bin or passed over at the market. \n\nHowever, recently researchers have discovered that spotted bananas contain \n\na compound called Tumor Necrosis Factor that can destroy cancerous tumors. \n\nIt is possible that a brown banana a day could keep the cancer away."	"spotted"	"empty"	0	"empty"	0	"empty"	0	0
2	114	"CE.N"	"*George Fox founded the Quaker religion \n\nin England.* The Quakers* openly mocked* the Church of \n\nEngland for* communion* rituals emphasized by* \n\nthe priests.* Many Quaker converts* were kept in* prison for decades \n\nacross the* British Empire.* George Fox lived to see the British government \n\nrelease his friends from* prison unharmed.*"	"communion"	"cause"	18	"2nd"	0	"empty"	0	0
2	115	"F"	"An opera and a musical are both defined as a story that is set to music. \n\nHowever, musicals incorporate dancing and acting that involves speech-like \n\nsinging and the use of a microphone. Opera, on the other hand, involves \n\na fuller sound that is always supported instead of belted."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
2	116	"CE.B"	"*Angelsharks are bottom-dwellers with flat bodies \n\nsimilar to rays.* Because* the angelshark* has a docile* \n\ndemeanor and low reactivity in comparison to other* \n\nshark species,* sea aquariums* keep petting* tanks stocked \n\nwith the* tan* shark for children* to touch.* In the wild, angelsharks \n\nare most commonly found in* warm waters.*"	"tan"	"effect"	30	"3rd"	0	"empty"	0	0
2	117	"EC.M"	"*The main environmental impact from Greek yogurt production is the creation of \n\nacid whey as a by-product.* Yogurt companies* are looking to* \n\nchemists* for ways to* reuse it* because* the environment* cannot absorb* large \n\ndoses of the whey without poisoning* the ecosystem.* Greek yogurt produces up to \n\nfour times more whey than* conventional yogurt.*"	"chemists"	"effect"	23	"3rd"	0	"empty"	0	0
2	118	"F"	"Parental depression often impacts the eldest children disproportionately. \n\nFor example, at eight, Alison Bechdel, the famous writer, reports feeling \n\nresponsible for providing care for her younger siblings and her depressed \n\nmother. Not surprisingly, this sort of role often falls on eldest \n\ndaughters more so than on eldest sons."	"eight,"	"empty"	0	"empty"	0	"empty"	0	0
2	119	"CE.N"	"*There is speculation that astronaut Jerry Ross holds the record for \n\nmost spacewalks.* Jerry Ross* may have* conducted \n\nseveral covert walks in* medium* Earth orbit to repair* spy \n\nsatellites.* Two Russian astronauts* are currently* ranked as having \n\ncompleted more official spacewalks* than him.* NASA will not confirm \n\nor deny his* additional walks.*"	"medium"	"cause"	23	"2nd"	0	"empty"	0	0
2	120	"F"	"Black holes are regions of spacetime that have such strong gravitational \n\neffects that nothing can escape from inside. The theory is that when atoms \n\nare compact enough, they can deform spacetime to form a black hole. \n\nSpacetime here refers to the inclusion of time as a fourth dimension of \n\nspace."	"empty"	"empty"	0	"empty"	1	"Might brown bananas help destroy cancer cells?"	1	1
3	1	"CE.M"	"*Andy Warhol had rheumatic fever \n\nas a child.* The fever* left scars on* the valves of his heart \n\nat an* early age,* so* Warhol's heart* was restricted* in its ability to pump \n\noxygen through his* lungs* later* in life.* Warhol died as an adult from a \n\ndysregulated heartbeat after a* routine surgery.*"	"lungs"	"effect"	36	"3rd"	0	"empty"	0	0
3	2	"F"	"Most of Star Trek's science is based on the energy-matter conversion \n\nhypothesis. When in deep space, the ship's energy shield protects it from \n\na hull breach. If there is a breach, the same energy can be bounded into \n\nmatter to repair the hull. Although its application is fictional, the \n\nprinciple is rooted in science."	"breach."	"empty"	0	"empty"	0	"empty"	0	0
3	3	"F"	"The Donskoy hairless cat was bred in the late 20th century in Russia. The \n\ncat is unrelated to another hairless breed of cat, the Sphynx. They come \n\nby their hairlessness through separate genetic mutations. Despite their \n\nlack of hair, the cats require frequent grooming and have excessively oily \n\ngrey skin."	"grey"	"empty"	0	"empty"	0	"empty"	0	0
3	4	"CE.N"	"*The smallest species of frog in the world lives in Papua \n\nNew Guinea.* The frog's call* resembles the* sound \n\nof an insect in the* dense forests.* Field researchers* discovered the* \n\ntiny frogs with yellow* stripes* on their back* only recently.* \n\nThey have garnered interest from the scientific community in* \n\nrecent years.*"	"stripes"	"effect"	35	"3rd"	0	"empty"	0	0
3	5	"CE.M"	"*Animal behaviorists recently found that dogs are attuned \n\nto human emotion.* The behaviorists* exposed \n\nthe* dogs at a lab in* Toronto* to human* fear \n\npheromones,* so* the dogs* displayed* behaviors most commonly associated \n\nwith the experience* of stress.* It brings truth to the rumor that \n\nanimals can* smell fear.*"	"Toronto"	"cause"	21	"2nd"	0	"empty"	0	0
3	6	"F"	"It is believed that animal domestication began with sheep and dogs around \n\n16000 years ago. One way to confirm the origins of domestication is \n\nthrough cave paintings. For example, a painting from the 9th century BC \n\nin Iran depicts a man riding a camel. Camel domestication must reach back \n\nat least that far."	"Iran"	"empty"	0	"empty"	0	"empty"	0	0
3	7	"F"	"Almost half of the nation tuned in to hear The Beatles sing on the Ed \n\nSullivan show. The show made the audience wait until the end before they \n\nlet them perform in order to ensure the audience would watch all the way \n\nthrough. It's still the most watched entertainment ever aired on \n\ntelevision."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
3	8	"CE.B"	"*The Jeju dog was brought back from the edge of extinction \n\nin Korea.* Because* the Japanese* ordered the* slaughter of dogs \n\nindigenous to Korea during one of their* military \n\noccupations,* the Koreans* built a monument* in white* marble* to honor \n\nthe Jeju as a* heritage animal.* Many Koreans covet a Jeju as* a pet.*"	"marble"	"effect"	38	"3rd"	0	"empty"	0	0
3	9	"F"	"The Parker Probe is the first space probe to be named after a living \n\nperson. NASA launched the probe with a mission to touch the sun in as \n\nlittle as 12 weeks. The probe also has the distinction of being the \n\nfastest man-made object ever. It has already finished its orbit of Venus."	"sun"	"empty"	0	"empty"	0	"empty"	0	0
3	10	"F"	"The scale of E-flat major is typically used to write music with bold \n\nsounds, as is used in heroic movies. It is unique in that it has three \n\nflats. Brass instruments are usually used to produce the bombastic sounds. \n\nBut, when paired with wind instruments, the scale produces a softer sound."	"empty"	"empty"	0	"empty"	1	"Did the cave paintings depict a man hunting a boar?"	3	0
3	11	"F"	"In 2005, the food pyramid was updated following recognition that its \n\nallowance of food was unhealthy. For example, 8 oz of beef a day was \n\npermitted under the pyramid and has been directly linked to heart disease. \n\nThe importance of fats was also understated. Unsaturated fats were unduly \n\nrestricted despite offering benefits to health."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
3	12	"EC.N"	"*Early organization of law in colonial societies faced many \n\nsetbacks.* The colonists* did not* participate on* councils* \n\nwith the magistrates to* develop laws.* The people* no longer* \n\nwanted to be associated with their* old countries.* The colonies were \n\nsplit as how best to handle the question* of justice.*"	"councils"	"effect"	17	"3rd"	0	"empty"	0	0
3	13	"F"	"The World Series began when the newly formed American League challenged \n\nthe National League to a game. The American League's Boston Red Sox won \n\nthe game against the Pittsburgh Pirates. Two years later, the Pirates \n\nrenewed the challenge and restored the honor of the National League. The \n\nseries has been played every year since."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
3	14	"CE.N"	"*Stalkers will explore all avenues to discover private information about \n\ntheir victims.* John Bardo* obtained the* address of a murder victim he \n\nstalked for several* weekends* through* the DMV.* The Privacy Act* was passed \n\nto* limit the disclosure of personal information by* government institutions.* \n\nBardo is currently serving a life sentence in* maximum security.*"	"weekends"	"cause"	26	"2nd"	0	"empty"	0	0
3	15	"F"	"In exercise science, the best type of workout is hotly disputed. While \n\nsome experts promote cardio as a way to boost metabolism for the day to \n\ncome, others point to lifting weights in the evening as a way to leverage \n\nprotein synthesis. The correct answer is really based on the person's \n\nindividual goals."	"evening"	"empty"	0	"empty"	0	"empty"	0	0
3	16	"F"	"Prime Minister Winston Churchill delivered a famous speech to the House \n\nof Commons in 1940. Churchill warned that German invasion of Britain was \n\nall too possible, but that if they found allies in the New World, they \n\ncould prevail together. It was an indirect plea to President Roosevelt \n\nto join the war."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
3	17	"EC.B"	"*Quechuan farming practices in the Andes offer a lesson to \n\nindustrial farmers.* The reason* future generations* will be \n\nable* to grow* wheat* in environments changed by* global \n\nwarming* is* Quechuan farmers* needed to adapt* crops to the extraordinary \n\nrange of climatic diversity in* the Andes.* The Quechuan methods can be \n\nmimicked in more* temperate regions.*"	"wheat"	"effect"	22	"3rd"	0	"empty"	0	0
3	18	"F"	"Pluto doesn't have enough mass to clear its orbit and become the dominant \n\nbody in the vast Kuiper belt. Clearing its orbit is one of the defining \n\ntraits of a planet. Without that, Pluto can only be considered a dwarf \n\nplanet. The reclassification rocked the world's view of the solar system."	"mass"	"empty"	0	"empty"	1	"Did the Pirates play the Red Sox during the first World Series?"	1	1
3	19	"F"	"Aaron Burr and Alexander Hamilton were frequent political opponents. After \n\nHamilton attacked Burr's character during a presidential campaign, Burr \n\nchallenged him to a duel with repeating caplock pistols. Burr won the \n\nduel, killing Hamilton to the outrage of the nation. He then lost the \n\npresidential election."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
3	20	"EC.B"	"*One indicator used to judge living conditions in Allegheny County is \n\nair quality.* The reason* the county* has been unable* to move up in rankings of \n\nlivability for* several years* is* Allegheny County* has a large* amount \n\nof particle pollution from* aluminum* production in its* \n\nouter regions.* Ecologists insist action must be taken to preserve* living \n\nconditions.*"	"aluminum"	"cause"	42	"3rd"	0	"empty"	0	0
3	21	"F"	"The most labor-intensive activity on farms is the harvest. It's no \n\nsurprise then that the greatest number of farming machinery is dedicated \n\nto making this process more efficient. For example, specialized equipment \n\nis used to remove seeds from the crops as they are transported down a \n\nconveyor belt."	"harvest."	"empty"	0	"empty"	0	"empty"	0	0
3	22	"CE.N"	"*The success of the Romans depended on more than their military \n\nfortitude.* The Romans* built sewage* systems to keep drinking \n\nwater separated from* waste runoff.* Few Romans* died from* diseases \n\nassociated with the consumption of* parasites* in water.* The technology \n\nhad the advantage of keeping Roman soldiers fit during* long campaigns.*"	"parasites"	"effect"	36	"3rd"	0	"empty"	0	0
3	23	"F"	"Ironically, the first video ever to air on MTV was Video Killed the Radio \n\nStar. The song had actually been written in the decade prior to the 1980s \n\nlaunch of MTV. Its lyrics seemed prophetic, but in later decades, MTV \n\nplayed less and less music whereas music still dominates the radio."	"1980s"	"empty"	0	"empty"	0	"empty"	0	0
3	24	"EC.M"	"*The pangolin is a type of nocturnal \n\nanteater.* The pangolin* is trafficked at* steep \n\nprices more than any other mammal in* \n\nthe world* because* medicinal qualities* are attributed* to the* scales* of the \n\nanimal for use against* various diseases.* A pangolin specialist group has \n\narisen to combat this issue in Asia* and Africa.*"	"scales"	"cause"	31	"3rd"	0	"empty"	0	0
3	25	"EC.M"	"*Small farms are becoming a business of \n\nthe past.* Their farmland* is being used* in* Indiana* as space \n\nfor solar panel* power plants* because* many farmers* are having a* difficult \n\ntime making enough money off corn sales to* stay solvent.* Farming production in \n\nthe state is at an* all-time low.*"	"Indiana"	"effect"	16	"3rd"	0	"empty"	0	0
3	26	"EC.M"	"*On August 13, 1964, Kitty Genovese was stabbed, sexually assaulted, and \n\nmurdered in Queens.* Thirty-eight witnesses* did not \n\ncall* the police for help on the* morning* of* \n\nGenovese's murder* because* people in groups* tend to assume* someone else \n\nwill take responsibility even in* emergency situations.* The murder stimulated \n\nsocial psychological research into the* bystander effect.*"	"morning"	"effect"	26	"3rd"	0	"empty"	0	0
3	27	"F"	"Most people think of dyslexia as seeing words or letters that are \n\nreversed, but that phenomenon only occurs in a small number of dyslexic \n\npatients. Instead, people with dyslexia often see the words move while \n\nreading and report migraines, nausea, and dizziness. Reading is literally \n\npainful for them."	"empty"	"empty"	0	"empty"	0	"empty"	0	0
3	28	"CE.B"	"*Death Valley in California contains sections of rock covered in pictographs \n\nmade by prehistoric civilizations.* Because* indigenous populations* have \n\nlong* deemed the valley near the* badlands* to* be \n\nuninhabitable,* the rock walls* contain unmarred* images of ancient \n\nrituals in* the region.* The pictographs are under threat from the \n\nincreased development happening in the* valley today.*"	"badlands"	"cause"	26	"2nd"	0	"empty"	0	0
3	29	"F"	"The ancient pharaohs of Egypt built more pyramids than just the three \n\nfamous pyramids of Giza, but not all have survived. The Black Pyramid, \n\nbuilt by King Amenemhat III, only survives in partial form. When \n\noriginally built, the pyramid had a polished granite capstone. The pyramid \n\nwas originally one of eleven."	"granite"	"empty"	0	"empty"	0	"empty"	0	0
3	30	"CE.B"	"*Drug dealers surprisingly do report and pay taxes on \n\ntheir income.* Because* legalized drug businesses* could take tax* deductions in \n\nexcess of* five* billion dollars,* the federal government* is unlikely to* \n\nlegalize drugs in the* near future.* Drug laws often have \n\nlittle to do with the dangers of the* drug itself.*"	"five"	"cause"	23	"2nd"	1	"Did Amenemhat build the Black Pyramid?"	1	1
